id;created_at;updated_at;year;ecoregion;province;location;country;latitude;longitude;even_start;lower_depth;upper_depth;taxa;species;damaged_percentatge;damaged_qualitative;individuals_surveyed;drivers_abiotic;drivers_abiotic_other;drivers_biotic_group;drivers_biotic;drivers_biotic_other;meow_id;protected_area;protected_area_id;status_yr;location_mpa;published;publication_id;contact;comments;public
18;2018-07-06 07:02:44;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Patmos (Dodecanese Islands);;37.18000;26.32000;;40.00;0.00;Porifera;Hippospongia communis;;Low;;Temperature anomaly;;;;;229;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
19;2018-07-06 07:02:44;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Leros (Dodecanese Islands);;37.08000;26.50000;;40.00;0.00;Porifera;Spongia officinalis ;;Low;;Temperature anomaly;;;;;229;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
20;2018-07-06 07:02:45;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Leros (Dodecanese Islands);;37.08000;26.50000;;40.00;0.00;Porifera;Hippospongia communis;;Low;;Temperature anomaly;;;;;229;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
21;2018-07-06 07:02:45;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Pserimos (Dodecanese Islands);;36.56000;27.08000;;40.00;0.00;Porifera;Spongia officinalis ;;Low;;Temperature anomaly;;;;;229;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
22;2018-07-06 07:02:46;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Pserimos (Dodecanese Islands);;36.56000;27.08000;;40.00;0.00;Porifera;Hippospongia communis;;Low;;Temperature anomaly;;;;;229;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
23;2018-07-06 07:02:46;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Kos (Dodecanese Islands);;36.48000;27.06000;;40.00;0.00;Porifera;Spongia officinalis ;;Severe;;Temperature anomaly;;;;;229;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
24;2018-07-06 07:02:47;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Kos (Dodecanese Islands);;36.48000;27.06000;;40.00;0.00;Porifera;Hippospongia communis;;Severe;;Temperature anomaly;;;;;229;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
25;2018-07-06 07:02:48;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Symi (Dodecanese Islands);TR;37.00000;28.23000;;40.00;0.00;Porifera;Spongia officinalis ;;Severe;;Temperature anomaly;;;;;229;1;14;1988;Gokova;1;91;"Full name: 
e-mail: 
web page: ";;0
26;2018-07-06 07:02:48;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Symi (Dodecanese Islands);TR;37.00000;28.23000;;40.00;0.00;Porifera;Hippospongia communis;;Severe;;Temperature anomaly;;;;;229;1;14;1988;Gokova;1;91;"Full name: 
e-mail: 
web page: ";;0
27;2018-07-06 07:02:49;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Chalki (Dodecanese Islands);;36.14000;27.34000;;40.00;0.00;Porifera;Spongia officinalis ;;Low;;Temperature anomaly;;;;;229;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
28;2018-07-06 07:02:49;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Chalki (Dodecanese Islands);;36.14000;27.34000;;40.00;0.00;Porifera;Hippospongia communis;;Low;;Temperature anomaly;;;;;229;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
29;2018-07-06 07:02:50;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Telos (Dodecanese Islands);;36.26000;27.22000;;40.00;0.00;Porifera;Spongia officinalis ;;Low;;Temperature anomaly;;;;;229;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
30;2018-07-06 07:02:50;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Telos (Dodecanese Islands);;36.26000;27.22000;;40.00;0.00;Porifera;Hippospongia communis;;Low;;Temperature anomaly;;;;;229;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
31;2018-07-06 07:02:51;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Astypalea (Dodecanese Islands);;36.33000;26.21000;;40.00;0.00;Porifera;Spongia officinalis ;;Low;;Temperature anomaly;;;;;229;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
32;2018-07-06 07:02:51;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Astypalea (Dodecanese Islands);;36.33000;26.21000;;40.00;0.00;Porifera;Hippospongia communis;;Low;;Temperature anomaly;;;;;229;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
33;2018-07-06 07:02:52;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Skiathos  (Sporades archipielago);;39.10000;23.29000;;40.00;0.00;Porifera;Hippospongia communis;;Severe;;Temperature anomaly;;;;;229;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
34;2018-07-06 07:02:52;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Skiathos  (Sporades archipielago);;39.10000;23.29000;;40.00;0.00;Porifera;Spongia officinalis ;;Severe;;Temperature anomaly;;;;;229;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
35;2018-07-06 07:02:53;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Skopelos (Sporades archipielago);;39.07000;23.42000;;40.00;0.00;Porifera;Hippospongia communis;;Severe;;Temperature anomaly;;;;;229;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
36;2018-07-06 07:02:53;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Skopelos (Sporades archipielago);;39.07000;23.42000;;40.00;0.00;Porifera;Spongia officinalis ;;Severe;;Temperature anomaly;;;;;229;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
37;2018-07-06 07:02:56;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Piperi (Sporades archipielago);GR;39.34000;24.32000;;40.00;0.00;Porifera;Spongia officinalis;;Severe;;Temperature anomaly;;;;;229;1;57;1992;Alonissos - Northern Sporades;1;91;"Full name: 
e-mail: 
web page: ";;0
38;2018-07-06 07:02:58;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Piperi (Sporades archipielago);GR;39.34000;24.32000;;40.00;0.00;Porifera;Hippospongia communis;;Severe;;Temperature anomaly;;;;;229;1;57;1992;Alonissos - Northern Sporades;1;91;"Full name: 
e-mail: 
web page: ";;0
39;2018-07-06 07:02:58;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Evoia (Southern coast) ;;38.30000;24.00000;;40.00;0.00;Porifera;Spongia officinalis ;;Severe;;Temperature anomaly;;;;;229;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
40;2018-07-06 07:02:59;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Evoia (Southern coast) ;;38.30000;24.00000;;40.00;0.00;Porifera;Hippospongia communis;;Severe;;Temperature anomaly;;;;;229;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
41;2018-07-06 07:03:00;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Karpathos (Cyclades archipielago);;35.35000;27.08000;;40.00;0.00;Porifera;Spongia officinalis;;Severe;;Temperature anomaly;;;;;229;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
42;2018-07-06 07:03:01;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Karpathos (Cyclades archipielago);;35.35000;27.08000;;40.00;0.00;Porifera;Hippospongia communis;;Severe;;Temperature anomaly;;;;;229;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
43;2018-07-06 07:03:02;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Paros (Cyclades archipielago);;37.03000;25.11000;;40.00;0.00;Porifera;Spongia officinalis;;Severe;;Temperature anomaly;;;;;229;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
44;2018-07-06 07:03:03;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Paros (Cyclades archipielago);;37.03000;25.11000;;40.00;0.00;Porifera;Hippospongia communis;;Severe;;Temperature anomaly;;;;;229;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
45;2018-07-06 07:03:04;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Antiparos (Cyclades archipielago);;37.00000;25.03000;;40.00;0.00;Porifera;Spongia officinalis;;Severe;;Temperature anomaly;;;;;229;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
46;2018-07-06 07:03:05;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Antiparos (Cyclades archipielago);;37.00063;25.01965;;40.00;0.00;Porifera;Hippospongia communis;;Severe;;Temperature anomaly;;;;;229;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
47;2018-07-06 07:03:06;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Naxos (Cyclades archipielago);;37.05000;25.28000;;40.00;0.00;Porifera;Spongia officinalis;;Severe;;Temperature anomaly;;;;;229;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
48;2018-07-06 07:03:07;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Naxos (Cyclades archipielago);;37.05000;25.28000;;40.00;0.00;Porifera;Hippospongia communis;;Severe;;Temperature anomaly;;;;;229;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
49;2018-07-06 07:03:07;2018-10-04 13:01:06;1986;Ionian Sea;Mediterranean Sea;Peloponnese coast;;36.49197;22.18140;;40.00;0.00;Porifera;Spongia officinalis;;Severe;;Temperature anomaly;;;;;228;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
50;2018-07-06 07:03:08;2018-10-04 13:01:06;1986;Ionian Sea;Mediterranean Sea;Peloponnese coast;;36.49197;22.18000;;40.00;0.00;Porifera;Hippospongia communis;;Severe;;Temperature anomaly;;;;;228;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
51;2018-07-06 07:03:09;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea; Crete;;35.29000;23.39000;;40.00;0.00;Porifera;Spongia officinalis;;Severe;;Temperature anomaly;;;;;229;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
52;2018-07-06 07:03:10;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea; Crete;;35.29000;23.39000;;40.00;0.00;Porifera;Hippospongia communis;;Severe;;Temperature anomaly;;;;;229;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
53;2018-07-06 07:03:11;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Kassos;;35.33000;25.84808;;40.00;0.00;Porifera;Spongia officinalis;;Severe;;Temperature anomaly;;;;;229;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
54;2018-07-06 07:03:12;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Kassos;;35.33977;26.83136;;40.00;0.00;Porifera;Hippospongia communis;;Severe;;Temperature anomaly;;;;;229;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
55;2018-07-06 07:03:12;2018-10-04 13:01:06;1986;Ionian Sea;Mediterranean Sea;Ionian coast (Greece) ;;38.30000;20.30000;;40.00;0.00;Porifera;Spongia officinalis;;Severe;;Temperature anomaly;;;;;228;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
56;2018-07-06 07:03:13;2018-10-04 13:01:06;1986;Ionian Sea;Mediterranean Sea;Ionian coast (Greece) ;;38.30000;20.30000;;40.00;0.00;Porifera;Hippospongia communis;;Severe;;Temperature anomaly;;;;;228;0;;0;;1;91;"Full name: 
e-mail: 
web page: ";;0
57;2018-07-06 07:03:14;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Psira Island (Crete);;35.18054;25.84534;;40.00;0.00;Porifera;Spongia officinalis;;Severe;;Temperature anomaly;;;;;229;0;;0;;1;162;"Full name: 
e-mail: 
web page: ";;0
58;2018-07-06 07:03:15;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Psira Island (Crete);;35.18054;25.84534;;40.00;0.00;Porifera;Hippospongia communis;;Severe;;Temperature anomaly;;;;;229;0;;0;;1;163;"Full name: 
e-mail: 
web page: ";;0
59;2018-07-06 07:03:15;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Hersonissos (Crete);;35.38905;25.31250;;40.00;0.00;Porifera;Spongia officinalis;;Severe;;Temperature anomaly;;;;;229;0;;0;;1;164;"Full name: 
e-mail: 
web page: ";;0
60;2018-07-06 07:03:16;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Hersonissos (Crete);;35.38905;25.31000;;40.00;0.00;Porifera;Hippospongia communis;;Severe;;Temperature anomaly;;;;;229;0;;0;;1;169;"Full name: 
e-mail: 
web page: ";;0
61;2018-07-06 07:03:16;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Ierapetra (Crete);;34.97800;25.44571;;40.00;0.00;Porifera;Spongia officinalis;;Severe;;Temperature anomaly;;;;;229;0;;0;;1;150;"Full name: 
e-mail: 
web page: ";;0
62;2018-07-06 07:03:17;2018-10-04 13:01:06;1986;Aegean Sea;Mediterranean Sea;Ierapetra (Crete);;34.97825;25.44571;;40.00;0.00;Porifera;Hippospongia communis;;Severe;;Temperature anomaly;;;;;229;0;;0;;1;151;"Full name: 
e-mail: 
web page: ";;0
63;2018-07-06 07:03:17;2018-10-04 13:01:06;1986;Tunisian Plateau/Gulf of Sidra;Mediterranean Sea;Kerkennah Islands ;;34.47000;11.14000;;40.00;0.00;Porifera;Spongia officinalis;;;;Temperature anomaly;;;;;233;0;;0;;1;153;"Full name: 
e-mail: 
web page: ";;0
64;2018-07-06 07:03:18;2018-10-04 13:01:06;1986;Tunisian Plateau/Gulf of Sidra;Mediterranean Sea;Kerkennah Islands ;;34.47000;11.14000;;40.00;0.00;Porifera;Hippospongia communis;;;;Temperature anomaly;;;;;233;0;;0;;1;155;"Full name: 
e-mail: 
web page: ";;0
65;2018-07-06 07:03:18;2018-10-04 13:01:06;1986;Tunisian Plateau/Gulf of Sidra;Mediterranean Sea;Djerba ;;33.92513;10.78000;;40.00;0.00;Porifera;Spongia officinalis;;;;Temperature anomaly;;;;;233;0;;0;;1;221;"Full name: 
e-mail: 
web page: ";;0
66;2018-07-06 07:03:19;2018-10-04 13:01:06;1986;Tunisian Plateau/Gulf of Sidra;Mediterranean Sea;Djerba ;;33.92513;10.78857;;40.00;0.00;Porifera;Hippospongia communis;;;;Temperature anomaly;;;;;233;0;;0;;1;223;"Full name: 
e-mail: 
web page: ";;0
67;2018-07-06 07:03:19;2018-10-04 13:01:06;1986;Tunisian Plateau/Gulf of Sidra;Mediterranean Sea;Zarzis;;33.52308;11.14563;;40.00;0.00;Porifera;Spongia officinalis;;;;Temperature anomaly;;;;;233;0;;0;;1;156;"Full name: 
e-mail: 
web page: ";;0
68;2018-07-06 07:03:20;2018-10-04 13:01:06;1986;Tunisian Plateau/Gulf of Sidra;Mediterranean Sea;Zarzis;;33.50000;11.08000;;40.00;0.00;Porifera;Hippospongia communis;;;;Temperature anomaly;;;;;233;0;;0;;1;157;"Full name: 
e-mail: 
web page: ";;0
69;2018-07-06 07:03:20;2018-10-04 13:01:06;1986;Tunisian Plateau/Gulf of Sidra;Mediterranean Sea;Malta;;35.53000;14.30000;;40.00;0.00;Porifera;Ircinia spp;;;;Temperature anomaly;;;;;233;0;;0;;1;158;"Full name: 
e-mail: 
web page: ";;0
70;2018-07-06 07:03:21;2018-10-04 13:01:06;1986;Tunisian Plateau/Gulf of Sidra;Mediterranean Sea;Malta;;35.53000;14.30000;;40.00;0.00;Porifera;Sarcotragus;;;;Temperature anomaly;;;;;233;0;;0;;1;143;"Full name: 
e-mail: 
web page: ";;0
71;2018-07-06 07:03:21;2018-10-04 13:01:06;1986;Tunisian Plateau/Gulf of Sidra;Mediterranean Sea;Malta;;35.53000;14.30000;;40.00;0.00;Porifera;Spongia officinalis ;;;;Temperature anomaly;;;;;233;0;;0;;1;144;"Full name: 
e-mail: 
web page: ";;0
72;2018-07-06 07:03:22;2018-10-04 13:01:06;1986;Tunisian Plateau/Gulf of Sidra;Mediterranean Sea;Malta;;35.53000;14.30000;;40.00;0.00;Porifera;Hippospongia communis;;;;Temperature anomaly;;;;;233;0;;0;;1;145;"Full name: 
e-mail: 
web page: ";;0
73;2018-07-06 07:03:23;2018-10-04 13:01:06;1987;Levantine Sea;Mediterranean Sea;Agiba (Egypt);;31.39585;27.14722;;40.00;0.00;Porifera; Hippospongia communis;100.00;Severe;;Temperature anomaly;;;;;226;0;;0;;1;90;"Full name: 
e-mail: 
web page: ";;0
74;2018-07-06 07:03:23;2018-10-04 13:01:06;1987;Levantine Sea;Mediterranean Sea;Boyat (Egypt);;31.40522;27.11975;;40.00;0.00;Porifera; Hippospongia communis;100.00;Severe;;Temperature anomaly;;;;;226;0;;0;;1;90;"Full name: 
e-mail: 
web page: ";;0
75;2018-07-06 07:03:24;2018-10-04 13:01:06;1987;Levantine Sea;Mediterranean Sea;Mersa Martruh (Egypt);;31.37709;27.23511;;40.00;0.00;Porifera; Hippospongia communis;100.00;Severe;;Temperature anomaly;;;;;226;0;;0;;1;90;"Full name: 
e-mail: 
web page: ";;0
76;2018-07-06 07:03:25;2018-10-04 13:01:06;1987;Levantine Sea;Mediterranean Sea;Ras Alam El Hum (Egypt);;31.32666;27.39029;;40.00;0.00;Porifera; Hippospongia communis;100.00;Severe;;Temperature anomaly;;;;;226;0;;0;;1;90;"Full name: 
e-mail: 
web page: ";;0
77;2018-07-06 07:03:26;2018-10-04 13:01:06;1987;Western Mediterranean;Mediterranean Sea;Portofino Promontory;IT;44.30000;9.19000;Spring;18.00;18.00;Porifera;Spongia officinalis;60.00;Moderate;;;;;Bacterial infection;;231;1;34;1998;Portofino;1;140;"Full name: 
e-mail: 
web page: ";;0
78;2018-07-06 07:03:27;2018-10-04 13:01:06;1987;Western Mediterranean;Mediterranean Sea;Portofino Promontory;IT;44.30000;9.19000;;25.00;12.00;Porifera;Petrosia ficiformis;;Low;;;;;Bacterial infection;;231;1;34;1998;Portofino;1;141;"Full name: 
e-mail: 
web page: ";;0
79;2018-07-06 07:03:28;2018-10-04 13:01:06;1987;Western Mediterranean;Mediterranean Sea;Portofino Promontory;IT;44.30000;9.19000;;25.00;12.00;Porifera;Ircinia variabilis;;Low;;;;;Bacterial infection;;231;1;34;1998;Portofino;1;142;"Full name: 
e-mail: 
web page: ";;0
80;2018-07-06 07:03:35;2018-10-04 13:01:06;1987;Ionian Sea;Mediterranean Sea;Marsala Lagoon;IT;37.85317;12.45987;Summer;2.00;1.00;Porifera;Anchinoe paupertas;100.00;Severe;;Temperature anomaly;;;Bacterial infection;;228;1;51;1984;Isole Dello Stagnone Di Marsala;1;197;"Full name: 
e-mail: 
web page: ";;0
81;2018-07-06 07:03:41;2018-10-04 13:01:06;1987;Ionian Sea;Mediterranean Sea;Marsala Lagoon;IT;37.85317;12.45987;Summer;2.00;1.00;Porifera;Spongia officinalis;100.00;Severe ;;Temperature anomaly;;;Bacterial infection;;228;1;51;1984;Isole Dello Stagnone Di Marsala;1;198;"Full name: 
e-mail: 
web page: ";;0
82;2018-07-06 07:03:48;2018-10-04 13:01:06;1988;Ionian Sea;Mediterranean Sea;Marsala Lagoon;IT;37.85317;12.45987;Summer;2.00;1.00;Porifera;Ircinia variabilis;37.00;Moderate;;Temperature anomaly;;;Bacterial infection;;228;1;51;1984;Isole Dello Stagnone Di Marsala;1;199;"Full name: 
e-mail: 
web page: ";;0
83;2018-07-06 07:03:50;2018-10-04 13:01:06;1992;Western Mediterranean;Mediterranean Sea;Port-Cros;FR;42.98000;6.39000;Summer;30.00;22.00;Cnidaria;Paramuricea clavata;42.00;Moderate;434;Temperature anomaly;;;NA;;231;1;86;1963;Port-Cros;1;146;"Full name: 
e-mail: 
web page: ";;0
84;2018-07-06 07:03:51;2018-10-04 13:01:06;1993;Western Mediterranean;Mediterranean Sea;Strait of Messina;;38.18855;15.60000;Summer;30.00;30.00;Cnidaria;Paramuricea clavata;43.00;Moderate;30;Temperature anomaly;;;;;231;0;;0;;1;94;"Full name: 
e-mail: 
web page: ";;0
85;2018-07-06 07:03:51;2018-10-04 13:01:06;1993;Western Mediterranean;Mediterranean Sea;Strait of Messina;;38.18855;15.60000;Summer;32.00;32.00;Cnidaria;Paramuricea clavata;24.00;Low;25;Temperature anomaly;;;;;231;0;;0;;1;94;"Full name: 
e-mail: 
web page: ";;0
86;2018-07-06 07:03:52;2018-10-04 13:01:06;1993;Western Mediterranean;Mediterranean Sea;Strait of Messina;;38.18855;15.60000;Summer;35.00;35.00;Cnidaria;Paramuricea clavata;48.00;Moderate;52;Temperature anomaly;;;;;231;0;;0;;1;94;"Full name: 
e-mail: 
web page: ";;0
87;2018-07-06 07:03:52;2018-10-04 13:01:06;1993;Western Mediterranean;Mediterranean Sea;Strait of Messina;;38.18855;15.60608;Summer;37.00;37.00;Cnidaria;Paramuricea clavata;8.60;Low;35;Temperature anomaly;;;;;231;0;;0;;1;94;"Full name: 
e-mail: 
web page: ";;0
88;2018-07-06 07:03:53;2018-10-04 13:01:06;1993;Western Mediterranean;Mediterranean Sea;Strait of Messina;;38.18855;15.60000;Summer;39.00;39.00;Cnidaria;Paramuricea clavata;21.00;Low;38;Temperature anomaly;;;;;231;0;;0;;1;94;"Full name: 
e-mail: 
web page: ";;0
